"Iteration","Lift coefficient Monitor: Lift coefficient Monitor"
331.0,0.3408319981626638
332.0,0.34096639184251637
333.0,0.34102817217168
334.0,0.34102101997866496
335.0,0.3409462092628623
336.0,0.340810560707633
337.0,0.34060801957622217
338.0,0.3403383432219467
339.0,0.3400096685946985
340.0,0.33962124305838265
341.0,0.3391784248208252
342.0,0.33868371721442303
343.0,0.3381440008927258
344.0,0.33756036664230454
345.0,0.33694246483233176
346.0,0.3362892135100175
347.0,0.33560363425226475
348.0,0.3348989457530326
349.0,0.33417591208697417
350.0,0.33343805055601267
351.0,0.3326928193577338
352.0,0.3319482713430548
353.0,0.33121021488719665
354.0,0.33048204558183875
355.0,0.32976535355028297
356.0,0.3290671735626267
357.0,0.32839880949418315
358.0,0.32776135037055243
359.0,0.3271517399315521
360.0,0.3265829343864689
361.0,0.3260638090961005
362.0,0.3255898516767503
363.0,0.3251666828776318
364.0,0.32479806193978744
365.0,0.32448513937529133
366.0,0.3242267639038421
367.0,0.3240286350710869
368.0,0.3238919047196482
369.0,0.32381784368380756
370.0,0.323805151484677
371.0,0.323859620315549
372.0,0.3239808719739666
373.0,0.3241604760412406
374.0,0.3243977746273757
375.0,0.3246943393764833
376.0,0.3250442540352886
377.0,0.3254450648462162
378.0,0.32589712688790784
379.0,0.32640002053147893
380.0,0.32694649107728485
381.0,0.3275291590732872
382.0,0.3281507883134511
383.0,0.328803664640528
384.0,0.32947709761201477
385.0,0.33017243982200145
386.0,0.3308805789248672
387.0,0.3315989500856932
388.0,0.33232298417190326
389.0,0.3330493145262179
390.0,0.3337723291007455
391.0,0.3344852218997024
392.0,0.3351821323858834
393.0,0.33585947376269565
394.0,0.3365135606827071
395.0,0.337137438831557
396.0,0.3377305710950628
397.0,0.33827904377467904
398.0,0.33879588966435037
399.0,0.3392772031698427
400.0,0.3397073589489278
401.0,0.3400861421894646
402.0,0.34041296557180883
403.0,0.34069062165768593
404.0,0.3409122684263807
405.0,0.34107974227608895
406.0,0.3411912725410545
407.0,0.3412472969415212
408.0,0.3412552485758413
409.0,0.3412048007588801
410.0,0.34109538958855307
411.0,0.3409331492796067
412.0,0.34072262738713827
413.0,0.34045959738716125
414.0,0.34015145703463434
415.0,0.33980346783615145
416.0,0.33941097987902585
417.0,0.3389786660841583
418.0,0.3385168230766295
419.0,0.3380201092141487
420.0,0.3374939164814736
421.0,0.3369454200423952
422.0,0.33637492936577407
423.0,0.33579341999926204
424.0,0.33519494427103746
425.0,0.334596766544559
426.0,0.3340025516208402
427.0,0.3334047589400464
428.0,0.3328136243460051
429.0,0.33222816774569314
430.0,0.331659470132528
431.0,0.33110745599998836
432.0,0.33057848946502766
433.0,0.33007038883350304
434.0,0.32959991690985996
435.0,0.329166813532023
436.0,0.3287629883747427
437.0,0.3283946092506715
438.0,0.32806535437054035
439.0,0.3277791073718719
440.0,0.32753169734026305
441.0,0.3273310563890316
442.0,0.3271733866763681
443.0,0.3270694838922686
444.0,0.32701373426902625
445.0,0.32700293325987295
446.0,0.32703647506747036
447.0,0.3271160493975601
448.0,0.3272399958071699
449.0,0.3274063586125729
450.0,0.3276177769864601
451.0,0.3278627621072744
452.0,0.3281502128396429
453.0,0.32848151791434843
454.0,0.3288399926781981
455.0,0.32922861702083384
456.0,0.3296449288441413
457.0,0.3300850252015062
458.0,0.33054684228749753
459.0,0.33102792676722376
460.0,0.33152079252371464
461.0,0.33202800002500094
462.0,0.33254708371238306
463.0,0.3330664356088354
464.0,0.3335853263689136
465.0,0.3341000139277651
466.0,0.33460532502689816
467.0,0.3351007605629033
468.0,0.3355876749100457
469.0,0.33605913450621144
470.0,0.3365096870792398
471.0,0.3369374045551354
472.0,0.3373417784463769
473.0,0.33771951452828414
474.0,0.3380669195525626
475.0,0.3383792247827877
476.0,0.33865606255849
477.0,0.33890158642537815
478.0,0.33910954990352266
479.0,0.33928102949032996
480.0,0.3394131985542852
481.0,0.3395065420875186
482.0,0.33956068702384323
483.0,0.3395755334299784
484.0,0.33954886734899464
485.0,0.339481641940378
486.0,0.3393806119599943
487.0,0.33923978386864984
488.0,0.3390642367953343
489.0,0.3388573664638508
490.0,0.3386160692564443
491.0,0.3383441029499695
492.0,0.33804359548238494
493.0,0.33771564340754606
494.0,0.33735987605463913
495.0,0.3369866835020521
496.0,0.3365900789118835
497.0,0.3361839614540931
498.0,0.335767614058906
499.0,0.33533605769388275
500.0,0.33489663121431296
501.0,0.33445114835770695
502.0,0.33400489359750885
503.0,0.33355972512830023
504.0,0.3331184291440792
505.0,0.3326807303018339
506.0,0.3322580851864578
507.0,0.3318552044571162
508.0,0.33146191908302447
509.0,0.3310825262236457
510.0,0.3307221664318142
511.0,0.33038177577394523
512.0,0.33006536378560686
513.0,0.32977724198401026
514.0,0.32951420403338944
515.0,0.3292788940004694
516.0,0.32907566555879825
517.0,0.3289031122228434
518.0,0.3287590898299107
519.0,0.3286438818226522
520.0,0.3285598977185648
521.0,0.3285072594594894
522.0,0.3284865070414963
523.0,0.3284977003877597
524.0,0.32853889725946617
525.0,0.3286120810056449
526.0,0.3287147333717395
527.0,0.32884322152474676
528.0,0.3290005288126278
529.0,0.3291791619028243
530.0,0.3293805515944392
531.0,0.3296061969488827
532.0,0.3298492964490882
533.0,0.33011279002993393
534.0,0.3303964012684779
535.0,0.3306904278016659
536.0,0.33099792757063634
537.0,0.3313136672712094
538.0,0.3316373665416609
539.0,0.3319661286800901
540.0,0.33229783429512605
541.0,0.3326273624468644
542.0,0.3329570187967134
543.0,0.3332854031000415
544.0,0.33360876082028423
545.0,0.33392140441756857
546.0,0.3342242205019597
547.0,0.33451634810332026
548.0,0.3347945698283307
549.0,0.33505332499522633
550.0,0.3352958290424517
551.0,0.3355244048942661
552.0,0.33572832556326176
553.0,0.3359135058581821
554.0,0.3360747871572234
555.0,0.33621407049853996
556.0,0.33632637725839326
557.0,0.33641572841722456
558.0,0.3364793729066884
559.0,0.33651635222970366
560.0,0.33652812122283177
561.0,0.33651687853154916
562.0,0.33647879867559405
563.0,0.33641741513004236
564.0,0.33633027425713763
565.0,0.3362158143539489
566.0,0.33608155429696157
567.0,0.3359242468217327
568.0,0.3357432677218172
569.0,0.33554213506501307
570.0,0.33532764605380433
571.0,0.3350972236025379
572.0,0.33485039260928584
573.0,0.33458691964376835
574.0,0.3343088420178378
575.0,0.33402108194132096
576.0,0.3337218106274241
577.0,0.33341819793359473
578.0,0.33310566270175723
579.0,0.3327948524592954
580.0,0.3324834301771572
581.0,0.3321714148695588
582.0,0.3318596641595109
583.0,0.33154875618813295
584.0,0.3312442029459328
585.0,0.3309453199264517
586.0,0.3306565249954742
587.0,0.3303730688652593
588.0,0.330108171818657
589.0,0.32986090821362196
590.0,0.32962192903173854
591.0,0.3293986456035102
592.0,0.32918762846849303
593.0,0.32899498288100393
594.0,0.3288208479220053
595.0,0.3286637386649791
596.0,0.3285244247903028
597.0,0.32841214040719563
598.0,0.32831876413830974
599.0,0.3282441023645264
600.0,0.328189902683686
601.0,0.3281519967300002
602.0,0.3281350198245504
603.0,0.3281384856487227
604.0,0.3281586192107688
605.0,0.32819774937602814
606.0,0.3282595085763754
607.0,0.3283425241642005
608.0,0.3284352969980184
609.0,0.32854539177029835
610.0,0.32866961463565464
611.0,0.3288013202006531
612.0,0.32895282374868506
613.0,0.3291143788841822
614.0,0.32928331782478065
615.0,0.32945976409473776
616.0,0.3296496975275815
617.0,0.3298443740961218
618.0,0.3300429484718703
619.0,0.3302400337875897
620.0,0.3304394516879002
621.0,0.3306427636619837
622.0,0.3308424801325138
623.0,0.33104134247288736
624.0,0.33123626412192875
625.0,0.33142481836811216
626.0,0.3316098887439946
627.0,0.33178740690700265
628.0,0.3319523976325047
629.0,0.3321079234667116
630.0,0.3322535182857236
631.0,0.3323850775595958
632.0,0.33250503265741543
633.0,0.3326144439356137
634.0,0.33271291801979297
635.0,0.3327901454451346
636.0,0.3328537890038088
637.0,0.33289952927577116
638.0,0.33293067916229196
639.0,0.3329420885299722
640.0,0.33293893384952966
641.0,0.3329207007479191
642.0,0.33288896265793705
643.0,0.3328444732639835
644.0,0.33277703416821786
645.0,0.3326961008007971
646.0,0.3326005802828562
647.0,0.3324912932126254
648.0,0.33236279505607347
649.0,0.3322230976502127
650.0,0.33207249504322134
651.0,0.33190956128472027
652.0,0.33173540136672824
653.0,0.3315586556494373
654.0,0.3313695627738947
655.0,0.3311719546351459
656.0,0.3309662754088382
657.0,0.3307568109335239
658.0,0.33054198439488863
659.0,0.33032399875347823
660.0,0.3301065113652457
661.0,0.32988632462645817
662.0,0.32966891759467254
663.0,0.32945448053066156
664.0,0.3292414122159402
665.0,0.3290291607376565
666.0,0.3288231222947103
667.0,0.3286198438256558
668.0,0.3284249753870363
669.0,0.32823572518816135
670.0,0.3280607481976832
671.0,0.3278996359615264
672.0,0.3277440739740287
673.0,0.3275971895450781
674.0,0.32745980165252664
675.0,0.32733826685675343
676.0,0.32722288552049256
677.0,0.32712206288059437
678.0,0.32703017089511943
679.0,0.3269599253065275
680.0,0.32690942317786065
681.0,0.3268663029413855
682.0,0.32683214748600636
683.0,0.32681470507942284
684.0,0.3268109992565264
685.0,0.32681340348411725
686.0,0.3268319751444472
687.0,0.32686357290418067
688.0,0.32690795272400797
689.0,0.3269627359028948
690.0,0.3270295085457755
691.0,0.3271050540000093
692.0,0.3271902529273268
693.0,0.3272840520386883
694.0,0.32738221283906216
695.0,0.327487125827714
696.0,0.32760046172873636
697.0,0.327721173842038
698.0,0.32784383549817225
699.0,0.3279729545095258
700.0,0.32810058833646
701.0,0.32822977752728766
702.0,0.3283623140422959
703.0,0.3284923349135834
704.0,0.32861788185551843
705.0,0.3287433961516374
706.0,0.32886927934825405
707.0,0.3289881264984097
708.0,0.32910368384586175
709.0,0.3292142255383283
710.0,0.3293178832857405
711.0,0.32941357153200934
712.0,0.32950153084911926
713.0,0.3295780972183925
714.0,0.3296499648162727
715.0,0.3297054356578642
716.0,0.32975918838056556
717.0,0.3298093982136849
718.0,0.3298419494092731
719.0,0.32986165335934015
720.0,0.3298708494309408
721.0,0.3298703182787079
722.0,0.3298554386739622
723.0,0.32983262880148567
724.0,0.32979340989704353
725.0,0.32975306162129137
726.0,0.3297074995635651
727.0,0.3296425994000986
728.0,0.32956655274197694
729.0,0.3294858667918212
730.0,0.32939469229861307
731.0,0.3292887934272154
732.0,0.32917973482198193
733.0,0.32906419874535575
734.0,0.328944184674974
735.0,0.3288191394737019
736.0,0.32868682230321095
737.0,0.32854831443443383
738.0,0.3284061456673489
739.0,0.32825943814717146
740.0,0.32810989367380855
741.0,0.3279630100548661
742.0,0.32781260801462814
743.0,0.3276644988926702
744.0,0.32751967907178164
745.0,0.3273745554258145
746.0,0.3272304542319855
747.0,0.3270899417495798
748.0,0.3269480596271817
749.0,0.32681207684654123
750.0,0.32668332624400265
751.0,0.32655943366600204
752.0,0.3264409990182941
753.0,0.3263362665564298
754.0,0.32623210504617695
755.0,0.3261350122826761
756.0,0.3260507315275243
757.0,0.32597327751639976
758.0,0.32589579778800826
759.0,0.3258313516785101
760.0,0.32577484307197024
761.0,0.325725333649355
762.0,0.32568895628788386
763.0,0.32566819623664395
764.0,0.3256488553784196
765.0,0.32563929480986537
766.0,0.3256353228420547
767.0,0.3256417661866504
768.0,0.325656725418208
769.0,0.32567842949476905
770.0,0.3257046359039744
771.0,0.32574637933470063
772.0,0.32579222023757504
773.0,0.32584162449330817
774.0,0.3258986380483037
775.0,0.32596028469352356
776.0,0.32602222948753706
777.0,0.32609313984285904
778.0,0.32616594891873263
779.0,0.3262418247535931
780.0,0.326327364490041
781.0,0.3264081911311714
782.0,0.32648896939709043
783.0,0.32657160170824984
784.0,0.32665485774586767
785.0,0.3267375875647661
786.0,0.32681685251306103
787.0,0.3268948637962095
788.0,0.32697402314867446
789.0,0.3270491020169301
790.0,0.3271233266619233
791.0,0.32718909506592175
792.0,0.3272545364487419
793.0,0.3273131464604434
794.0,0.32735977939608574
795.0,0.32740808875092664
796.0,0.3274487939571991
797.0,0.3274831246712899
798.0,0.32751282922265135
799.0,0.32753793043580687
800.0,0.32755663704964355
801.0,0.32756676954746666
802.0,0.3275665864766197
803.0,0.327561179171429
804.0,0.3275464256094202
805.0,0.32752799499453794
806.0,0.3274962877291979
807.0,0.32746897452616675
808.0,0.32743911762648015
809.0,0.3273947656759279
810.0,0.3273446917889526
811.0,0.3272867798573677
812.0,0.32722288357993073
813.0,0.32715501764252997
814.0,0.32708304189627
815.0,0.3270029744021231
816.0,0.3269261428914657
817.0,0.3268497121783807
818.0,0.32676334081000596
819.0,0.32667668944808975
820.0,0.3265836816798058
821.0,0.326491031677642
822.0,0.3263958970365853
823.0,0.32629875891232246
824.0,0.32619941376789285
825.0,0.32610936979550686
826.0,0.3260223463605194
827.0,0.32592864888608897
828.0,0.3258373986699811
829.0,0.3257486526405291
830.0,0.32566230439437904
831.0,0.32557833829338395
832.0,0.3254946379377289
833.0,0.3254161648903381
834.0,0.32534503512787755
835.0,0.3252757922464602
836.0,0.3252139608727797
837.0,0.3251561696792552
838.0,0.3250994899105991
839.0,0.3250485362237423
840.0,0.3250046118782001
841.0,0.3249613765727909
842.0,0.32492442461965765
843.0,0.32489881109962204
844.0,0.32487401824452466
845.0,0.3248550270092606
846.0,0.32484352445939363
847.0,0.3248365863040883
848.0,0.3248329974663122
849.0,0.3248356064354273
850.0,0.3248394169260744
851.0,0.3248506993655159
852.0,0.3248657361994689
853.0,0.32488767680647695
854.0,0.3249156391757885
855.0,0.32494383473112975
856.0,0.3249743641988115
857.0,0.3250072768443824
858.0,0.3250456917854515
859.0,0.32508172177455297
860.0,0.32512335739285086
861.0,0.32516186527140534
862.0,0.32520950414639005
863.0,0.32526272817775886
864.0,0.32530835223819393
865.0,0.3253536865421381
866.0,0.32540144576686814
867.0,0.32544799397645946
868.0,0.32548978628724373
869.0,0.3255312272455444
870.0,0.32557502623054085
871.0,0.32561923277089344
872.0,0.32565927963004776
873.0,0.32570038395694195
874.0,0.3257357010628604
875.0,0.32576564767517713
876.0,0.3257948448132902
877.0,0.32582123420356096
878.0,0.32584347483490145
879.0,0.3258599661063899
880.0,0.325873845254523
881.0,0.3258901231528388
882.0,0.325900855766742
883.0,0.32590526753165794
884.0,0.32590631829904454
885.0,0.3259031116784426
886.0,0.32589418391203595
887.0,0.3258813758561788
888.0,0.32586747293571733
889.0,0.32584914155412215
890.0,0.3258274371414508
891.0,0.3258055139484947
892.0,0.3257759817833038
893.0,0.32574466486880116
894.0,0.3257101922942989
895.0,0.325669994807116
896.0,0.3256270746126716
897.0,0.3255852956052004
898.0,0.3255410126167612
899.0,0.3254954723934548
900.0,0.32544673422455955
901.0,0.3253959558326714
902.0,0.325345003226663
903.0,0.325293993734937
904.0,0.3252363601045198
905.0,0.32518162799259953
906.0,0.3251288924657222
907.0,0.32507287333834906
908.0,0.32501863864180724
909.0,0.3249664528315152
910.0,0.3249176547852784
911.0,0.3248661203907946
912.0,0.3248135008664973
913.0,0.32476407743961133
914.0,0.3247170928930784
915.0,0.32467048493280126
916.0,0.3246231833243465
917.0,0.32458286791315183
918.0,0.3245468255432649
919.0,0.32451293998379044
920.0,0.3244776057092439
921.0,0.3244442715648658
922.0,0.32441452006845317
923.0,0.32438728426729335
924.0,0.32436275023450517
925.0,0.32434080171277324
926.0,0.32432045500984247
927.0,0.3243135179863178
928.0,0.32430255485474846
929.0,0.3242920256484584
930.0,0.324284366723972
931.0,0.3242795770548733
932.0,0.324277238814988
933.0,0.3242773226320233
934.0,0.32427781749523255
935.0,0.3242851624084844
936.0,0.3243008100748736
937.0,0.3243106671932515
938.0,0.3243233466959973
939.0,0.32433707133158013
940.0,0.32435247434858644
941.0,0.3243648156187158
942.0,0.32438360873838673
943.0,0.3244016151937527
944.0,0.3244216757227325
945.0,0.32444936856139156
946.0,0.3244708654923076
947.0,0.32449269515222207
948.0,0.3245172268529933
949.0,0.32454031638860265
950.0,0.3245581598695311
951.0,0.32458138335785064
952.0,0.324603792164811
953.0,0.3246224141961751
954.0,0.3246394391137422
955.0,0.32466104604415597
956.0,0.3246816666573671
957.0,0.32470004003514813
958.0,0.32471371567580254
959.0,0.3247256056436743
960.0,0.32473821298380706
961.0,0.3247490528701986
962.0,0.3247595495911645
963.0,0.32476902512098105
964.0,0.324776740143761
965.0,0.32477978193648344
966.0,0.3247813764427308
967.0,0.3247809159377142
968.0,0.3247760869318311
969.0,0.3247706809189939
970.0,0.3247652234130797
971.0,0.3247582269745511
972.0,0.3247507082490364
973.0,0.3247435676277388
974.0,0.3247292759685108
975.0,0.3247141446278604
976.0,0.3246950341053508
977.0,0.3246772786938979
978.0,0.3246585058719219
979.0,0.32463538274182485
980.0,0.32461030272828145
981.0,0.32458829813609213
982.0,0.32456469968209717
983.0,0.32454360454995135
984.0,0.3245175252105002
985.0,0.32449088529522013
986.0,0.3244627711798007
987.0,0.3244277867585712
988.0,0.32439935041129797
989.0,0.3243715713018978
990.0,0.32434108385258564
991.0,0.32431007527238825
992.0,0.3242840405925326
993.0,0.3242584249411262
994.0,0.3242312124807291
995.0,0.32420159663690323
996.0,0.3241738297613173
997.0,0.3241435166541474
998.0,0.3241176253997669
999.0,0.3240841279031795
1000.0,0.324061681200492
1001.0,0.3240477479983642
1002.0,0.3240267665441246
1003.0,0.3240049026078088
1004.0,0.32398266668983733
1005.0,0.32396446996563383
1006.0,0.3239471505377416
1007.0,0.32392887621186994
1008.0,0.3239128304129396
1009.0,0.32389986259903647
1010.0,0.32389375954201516
1011.0,0.323883979443443
1012.0,0.32387415102564354
1013.0,0.3238656432570731
1014.0,0.3238586454113593
1015.0,0.3238543707353807
1016.0,0.3238510266387985
1017.0,0.3238459903397217
1018.0,0.3238457436432044
1019.0,0.32385038062089255
1020.0,0.32385282921676906
1021.0,0.32385519280410935
1022.0,0.32385700195870926
1023.0,0.3238600371768788
1024.0,0.32386421594680154
1025.0,0.32387139097617423
1026.0,0.32387767984670457
1027.0,0.3238854027837335
1028.0,0.3238985153281636
1029.0,0.3239068243179751
1030.0,0.3239152758107943
1031.0,0.3239232962454072
1032.0,0.3239326032660174
1033.0,0.3239418940706595
1034.0,0.323950706427599
1035.0,0.32395818385187164
1036.0,0.32396851384497194
1037.0,0.323981173876498
1038.0,0.32399362955860866
1039.0,0.32400166462984037
1040.0,0.3240095712190483
1041.0,0.32401732618873086
1042.0,0.32402211367318623
1043.0,0.3240271321342249
1044.0,0.32403351128739566
1045.0,0.32403775099776855
1046.0,0.3240440318930942
1047.0,0.3240495410971455
1048.0,0.32405291246485207
1049.0,0.3240557153829268
1050.0,0.3240555171640162
1051.0,0.32405566298448246
1052.0,0.3240555153231047
1053.0,0.3240517498267131
1054.0,0.3240486488537317
1055.0,0.324042914158949
1056.0,0.3240402942167979
1057.0,0.32403871528960104
1058.0,0.3240326008647028
1059.0,0.32402272139904453
1060.0,0.3240151290096911
1061.0,0.3240033782488816
1062.0,0.32399310442279866
1063.0,0.323976516345316
1064.0,0.3239684241378821
1065.0,0.3239630236996094
1066.0,0.3239488610223661
1067.0,0.32393463532762656
1068.0,0.32392023809421905
1069.0,0.32390680295598345
1070.0,0.3238901279648219
