"Iteration","Drag coefficient Monitor: Drag coefficient Monitor"
76.0,0.08462668124638686
77.0,0.08428887689545608
78.0,0.08358336856310333
79.0,0.08251101791258951
80.0,0.08107844112525539
81.0,0.0792976314579529
82.0,0.077186360844681
83.0,0.07476790772734178
84.0,0.07207239996858002
85.0,0.06912594081632632
86.0,0.06595721864716451
87.0,0.06260107915975728
88.0,0.05908599781940146
89.0,0.05544371270423503
90.0,0.051709299435075295
91.0,0.047913100688058596
92.0,0.04408896749176976
93.0,0.04028062907623527
94.0,0.036532357813099346
95.0,0.032877403657442794
96.0,0.029357716385780705
97.0,0.02599848730396695
98.0,0.022830473002744475
99.0,0.019863415460755256
100.0,0.017108917297020697
101.0,0.014572668894922394
102.0,0.012251188746888506
103.0,0.010152531421264495
104.0,0.008263927929623082
105.0,0.0065889760682369845
106.0,0.005114468095388435
107.0,0.003832969015633415
108.0,0.0027437377881780224
109.0,0.0018335573811371145
110.0,0.0010915608946994605
111.0,5.001818332517286E-4
112.0,5.558630233109402E-5
113.0,-2.5050196418483807E-4
114.0,-4.2042912941782536E-4
115.0,-4.637164998286692E-4
116.0,-3.8504813261838397E-4
117.0,-1.8278259286636303E-4
118.0,1.4469015953953897E-4
119.0,5.996344560406115E-4
120.0,0.0011875401940677766
121.0,0.001903950590435157
122.0,0.002755853380363457
123.0,0.003752792480283264
124.0,0.004899240924310378
125.0,0.006194460770650859
126.0,0.007627145091220117
127.0,0.009201386836805225
128.0,0.010907103491393188
129.0,0.012739595645508792
130.0,0.014682652292568585
131.0,0.016721712773467592
132.0,0.018837575602760552
133.0,0.02101872349041916
134.0,0.02323867912159472
135.0,0.025486020552008395
136.0,0.027740496991693418
137.0,0.02998294228778453
138.0,0.03219253309513478
139.0,0.03434514223972037
140.0,0.03642202412094074
141.0,0.03840638985647048
142.0,0.04028203263168411
143.0,0.04203198422826865
144.0,0.043642378119059494
145.0,0.045103072979291295
146.0,0.046397275525425975
147.0,0.04752154040823514
148.0,0.048468628599208405
149.0,0.04922639444601384
150.0,0.04978171684085812
151.0,0.05014464029660845
152.0,0.05031528739647808
153.0,0.05029303996280565
154.0,0.05008134168389691
155.0,0.04968115825508283
156.0,0.049100055490014415
157.0,0.04833809379328328
158.0,0.04741776281844334
159.0,0.046343874411806894
160.0,0.045127060217485214
161.0,0.04377216568000522
162.0,0.042302457902636474
163.0,0.04071945451079091
164.0,0.039046994993590656
165.0,0.03729480212731367
166.0,0.035478610551737344
167.0,0.03361062401356436
168.0,0.031706353184447374
169.0,0.02976845867459322
170.0,0.027807636957080967
171.0,0.02585622704996964
172.0,0.023902132312773994
173.0,0.021963112490553334
174.0,0.020040164299103318
175.0,0.01815648795826573
176.0,0.016312748840273325
177.0,0.014513249923676265
178.0,0.012768598889022296
179.0,0.011092201408998798
180.0,0.009493345940277094
181.0,0.007995298590369505
182.0,0.006612850815275216
183.0,0.005341803528887376
184.0,0.004201668169700867
185.0,0.0032107514948703144
186.0,0.002371812301116053
187.0,0.001699725217450888
188.0,0.0012055382815896222
189.0,8.907690450346423E-4
190.0,7.514568733498189E-4
191.0,7.932312664996229E-4
192.0,0.0010196670006945123
193.0,0.0014259087120572483
194.0,0.0020058715410714474
195.0,0.0027595801795073354
196.0,0.0036747757320636527
197.0,0.0047352579582264935
198.0,0.005939098301052086
199.0,0.007265694924784779
200.0,0.008702712813288695
201.0,0.010236600532773409
202.0,0.011856769362326073
203.0,0.013548555022595266
204.0,0.015293060444226292
205.0,0.01707924818853847
206.0,0.01888963880119913
207.0,0.02070963083109746
208.0,0.02252409811752027
209.0,0.024316248510789208
210.0,0.0260732375029556
211.0,0.02777947932278515
212.0,0.02942396779251069
213.0,0.03099390665724066
214.0,0.032475990874691635
215.0,0.033857319863863415
216.0,0.03513288902168571
217.0,0.03629321274784831
218.0,0.037329568380236676
219.0,0.03823770919636457
220.0,0.03900842293620384
221.0,0.039635221818829953
222.0,0.040117442535924294
223.0,0.04045770857820447
224.0,0.04065472298175957
225.0,0.04070522249187021
226.0,0.040613384259864264
227.0,0.04038515873977325
228.0,0.040022146195229
229.0,0.039529388413723554
230.0,0.03891658026797838
231.0,0.03818699478193042
232.0,0.03734646397734567
233.0,0.036401218072842606
234.0,0.035364000132643916
235.0,0.03424336603647718
236.0,0.03304310724415013
237.0,0.03177482241518363
238.0,0.030452637429480393
239.0,0.029085730370636984
240.0,0.027680780695948905
241.0,0.02625159007110485
242.0,0.0247960531668753
243.0,0.023333406662071177
244.0,0.02187545884481499
245.0,0.020431777255615874
246.0,0.019008077316358427
247.0,0.017618649821542934
248.0,0.016274754373641204
249.0,0.014989087120104527
250.0,0.013766591395696517
251.0,0.012618890668256515
252.0,0.011553938041186793
253.0,0.010577370171851324
254.0,0.009692212720121503
255.0,0.008908405971896185
256.0,0.008227696403294613
257.0,0.0076592440598546715
258.0,0.007201726505608996
259.0,0.006858540121271396
260.0,0.006631921461175578
261.0,0.006522599814442396
262.0,0.006528921512801042
263.0,0.006650920710147131
264.0,0.006886784709972533
265.0,0.007230303741381079
266.0,0.007681555582357347
267.0,0.008232996844364703
268.0,0.00887755413280943
269.0,0.009611959754351833
270.0,0.010430261530667539
271.0,0.01132510474126677
272.0,0.012284166911833767
273.0,0.01330155548191094
274.0,0.014370979572789842
275.0,0.015485369074856335
276.0,0.016632772652177105
277.0,0.01780490010144032
278.0,0.018990708869735716
279.0,0.02018378926073868
280.0,0.02137111143068987
281.0,0.02254515661103181
282.0,0.02369783782116483
283.0,0.02481666081698192
284.0,0.025894134696231474
285.0,0.026926448874173472
286.0,0.027906122080763915
287.0,0.028822530096315108
288.0,0.029668425479728533
289.0,0.03044088110225405
290.0,0.03113098180388013
291.0,0.03173855088790915
292.0,0.03226310559315153
293.0,0.03269690222768357
294.0,0.033037163631375405
295.0,0.03327991213761676
296.0,0.03343052528102369
297.0,0.033489440622673804
298.0,0.0334542039015157
299.0,0.03332677790432362
300.0,0.033107422855416554
301.0,0.032802472917804866
302.0,0.03241697283344924
303.0,0.031955244449501014
304.0,0.031420540240882144
305.0,0.03081532041847613
306.0,0.030142411298555757
307.0,0.029412249473674202
308.0,0.028633445348428897
309.0,0.027806650252091173
310.0,0.02693937695690486
311.0,0.026038994988366898
312.0,0.02511213833623202
313.0,0.024169379168176457
314.0,0.02321571109623111
315.0,0.022254405565590496
316.0,0.02129625202736434
317.0,0.020346226415127153
318.0,0.01941113368623827
319.0,0.018498508912671015
320.0,0.017615627835015288
321.0,0.016766174527000126
322.0,0.015955820385112687
323.0,0.015191220853648548
324.0,0.014477302020037582
325.0,0.013819199551207011
326.0,0.013220768090376504
327.0,0.012684250973886787
328.0,0.012212579806596633
329.0,0.011808265986833563
330.0,0.011474188614420414
331.0,0.011211784987297397
332.0,0.011020590599730117
333.0,0.010901888822743564
334.0,0.01085890285520823
335.0,0.010887180914113719
336.0,0.010986356771844952
337.0,0.011154266210277295
338.0,0.011388649855138159
339.0,0.011691612825000551
340.0,0.012055636434665742
341.0,0.012476603073410412
342.0,0.01295000011319683
343.0,0.01347166436455382
344.0,0.014038944913133584
345.0,0.014646321762784046
346.0,0.015288347610351423
347.0,0.01596114882663284
348.0,0.016657258911352075
349.0,0.017372104286772216
350.0,0.018102666194825326
351.0,0.01884094143376587
352.0,0.019580246771585416
353.0,0.020316686470963057
354.0,0.02104289267129141
355.0,0.021751192546263783
356.0,0.02243982876446829
357.0,0.023103289121901644
358.0,0.023738285116262404
359.0,0.02433619040654859
360.0,0.0248969771906414
361.0,0.025419941118301013
362.0,0.02589779892890489
363.0,0.02632628753249249
364.0,0.026705425358546066
365.0,0.027030118106103295
366.0,0.027299382783077548
367.0,0.027510905282595387
368.0,0.027665408538467808
369.0,0.027766334352149535
370.0,0.02781182205106973
371.0,0.027800717905771023
372.0,0.02773480154429729
373.0,0.027615981912201867
374.0,0.027445862907868414
375.0,0.02722578181175124
376.0,0.02695703306730698
377.0,0.02663991424542554
378.0,0.02627921171410686
379.0,0.025880317531660302
380.0,0.025447208806068065
381.0,0.0249837735901527
382.0,0.024492589230665454
383.0,0.023978712631705205
384.0,0.023442696420153574
385.0,0.02288888657967189
386.0,0.02232548337594873
387.0,0.02175438009052123
388.0,0.02118029588557599
389.0,0.020604365993588482
390.0,0.020030594122300578
391.0,0.019467148118970875
392.0,0.01891572175596536
393.0,0.018381070354090416
394.0,0.01786816566121944
395.0,0.017374912495428614
396.0,0.016904500004424193
397.0,0.01646629209355075
398.0,0.01605899258213682
399.0,0.015679820986307404
400.0,0.015335047487241285
401.0,0.015029373617462207
402.0,0.014763010311311487
403.0,0.014535699686404528
404.0,0.014350960746392027
405.0,0.014205783916222132
406.0,0.014101976565572157
407.0,0.014036607979344928
408.0,0.014016092803104951
409.0,0.014035752352285687
410.0,0.01409321427307815
411.0,0.014189910882956427
412.0,0.014323829951904963
413.0,0.014493453048316809
414.0,0.014698971251215238
415.0,0.014938252777255717
416.0,0.015209910690296383
417.0,0.015508714044427992
418.0,0.015830739572302376
419.0,0.016174601768058794
420.0,0.01653894658040555
421.0,0.016920652253216532
422.0,0.017316472899456325
423.0,0.017723160747058757
424.0,0.018137984553567178
425.0,0.018556597748761172
426.0,0.018976743118290118
427.0,0.01939796866166666
428.0,0.019813352219615974
429.0,0.020220922235502575
430.0,0.02061838822435883
431.0,0.021003239548092308
432.0,0.021371137880525103
433.0,0.021723725850726065
434.0,0.022053297585010966
435.0,0.02235836045974636
436.0,0.022640771227895852
437.0,0.0228976953236225
438.0,0.0231284355805407
439.0,0.023330708419844616
440.0,0.023500551562712794
441.0,0.023641022497433894
442.0,0.023751993716322924
443.0,0.023831826509113654
444.0,0.023881258121233116
445.0,0.023896166247005413
446.0,0.023878450024007854
447.0,0.023833478147084766
448.0,0.023762154362026066
449.0,0.023660414835341807
450.0,0.023530384647761436
451.0,0.023377481680158234
452.0,0.02319881293274771
453.0,0.022999028203860954
454.0,0.022778813164813005
455.0,0.022537873280624857
456.0,0.022279338066797515
457.0,0.022004904534895058
458.0,0.021719327971557637
459.0,0.0214236918067653
460.0,0.02112071985553627
461.0,0.02081092339123981
462.0,0.020496465660464723
463.0,0.02018094316341712
464.0,0.019864146426257785
465.0,0.019549896582654557
466.0,0.019239284544575175
467.0,0.018933174656064766
468.0,0.018634532237333842
469.0,0.018347513710687168
470.0,0.018072486173539362
471.0,0.017810785978121055
472.0,0.017564504619606385
473.0,0.01733309352062931
474.0,0.017118467580867016
475.0,0.01692376290526957
476.0,0.01674915235570875
477.0,0.01659061811278023
478.0,0.01645176558099161
479.0,0.016332387155288883
480.0,0.01623655526907281
481.0,0.016165834609356656
482.0,0.01611437343885507
483.0,0.016086773435186705
484.0,0.01608104188423739
485.0,0.016096630949803646
486.0,0.016134126185933267
487.0,0.016189351337565765
488.0,0.016265169805983404
489.0,0.016358912691504884
490.0,0.016467234799625866
491.0,0.01659455686465907
492.0,0.01673763825509769
493.0,0.016894992632059166
494.0,0.017066918466547575
495.0,0.01724893318770156
496.0,0.017445291964771188
497.0,0.017649471404526985
498.0,0.017858433412679914
499.0,0.018073514943323255
500.0,0.018291428953233737
501.0,0.018508849409329637
502.0,0.018727831513418006
503.0,0.018946724351471947
504.0,0.01916377961601905
505.0,0.01937937743060099
506.0,0.01958859657101557
507.0,0.019792300116261596
508.0,0.019990898163509137
509.0,0.02017763692637394
510.0,0.020352848603635267
511.0,0.02051726094899818
512.0,0.020665910378287557
513.0,0.02080202457919523
514.0,0.020925752072005206
515.0,0.02103607069812096
516.0,0.021133454940143948
517.0,0.021215012300175383
518.0,0.021282640221971946
519.0,0.021335414374692406
520.0,0.021370944261975597
521.0,0.021389606777603633
522.0,0.021389311891919147
523.0,0.02137401422958647
524.0,0.021345284640424164
525.0,0.021301241924880324
526.0,0.021246620000604465
527.0,0.021180345001193653
528.0,0.02109955948008732
529.0,0.02100834983659649
530.0,0.020908303756287376
531.0,0.020794513398493787
532.0,0.020670097808618258
533.0,0.020536952843444457
534.0,0.02039504222978928
535.0,0.020247910291586565
536.0,0.02009358861450982
537.0,0.01993648376050124
538.0,0.019780928273414405
539.0,0.019623196786405638
540.0,0.0194611082083705
541.0,0.019301232056016984
542.0,0.019138819353331792
543.0,0.01897889960782161
544.0,0.01882242118018764
545.0,0.018666788716605376
546.0,0.018514875229188807
547.0,0.01836754119249536
548.0,0.018229315046318497
549.0,0.018101108995906445
550.0,0.017978633821026747
551.0,0.01786192918846196
552.0,0.017756425377620524
553.0,0.017658409858615023
554.0,0.017569136475405894
555.0,0.017490334183061892
556.0,0.01742100230795745
557.0,0.017360386212939064
558.0,0.017309863344232738
559.0,0.017271705564683833
560.0,0.017247873238373068
561.0,0.017235458374134274
562.0,0.01722991833916648
563.0,0.01723546554166095
564.0,0.017251606893079214
565.0,0.017276333405227558
566.0,0.0173101783774823
567.0,0.017352606273282847
568.0,0.01740266863229618
569.0,0.017462819083919015
570.0,0.017530088012168637
571.0,0.01760782148320829
572.0,0.017690866084078966
573.0,0.017777746099317853
574.0,0.0178714077487786
575.0,0.01796901433021212
576.0,0.018070678802493485
577.0,0.018172914550202233
578.0,0.018279242087170647
579.0,0.018385612507330607
580.0,0.018491128029983907
581.0,0.018599038684646782
582.0,0.018709646147285614
583.0,0.01881667744478135
584.0,0.018919776815643878
585.0,0.019020326759952706
586.0,0.01911906243315077
587.0,0.01921572374585732
588.0,0.01930622536601978
589.0,0.019390937782735627
590.0,0.019469023839051157
591.0,0.019540087851732293
592.0,0.01960729692321374
593.0,0.019670273681917316
594.0,0.01972409119905908
595.0,0.019770199494132598
596.0,0.019810210879659226
597.0,0.019843782614690414
598.0,0.019870288200939522
599.0,0.019887589788471265
600.0,0.019896942646205826
601.0,0.01989713553901836
602.0,0.01989111083533024
603.0,0.019879998310778697
604.0,0.019859928697535667
605.0,0.01983616655184775
606.0,0.0198035157153689
607.0,0.019765509268863536
608.0,0.019723605644950203
609.0,0.019671881987139407
610.0,0.01961495930058195
611.0,0.019554401260557183
612.0,0.019489087980126503
613.0,0.01941923890756314
614.0,0.019346948728824434
615.0,0.019271359921352867
616.0,0.019194105660811665
617.0,0.019113740500773184
618.0,0.019032319721909715
619.0,0.01895152060626533
620.0,0.018868833239675458
621.0,0.01878405129175595
622.0,0.018698231057636867
623.0,0.018616781682495632
624.0,0.018533829539189743
625.0,0.018452997430922633
626.0,0.018375044153891438
627.0,0.01829847173640439
628.0,0.018226423661680903
629.0,0.018158455560573283
630.0,0.018095731024733597
631.0,0.018034758551991246
632.0,0.017975937100401438
633.0,0.017924123446575672
634.0,0.017874795618762047
635.0,0.017828445657997165
636.0,0.0177880730450634
637.0,0.017753474282357615
638.0,0.017724599256571168
639.0,0.017701051875022425
640.0,0.017684421515189997
641.0,0.017676629223056125
642.0,0.01767084104830928
643.0,0.017670576580902164
644.0,0.017674029814224945
645.0,0.01767891472010657
646.0,0.017689178203971215
647.0,0.017707302719312895
648.0,0.017728803730333382
649.0,0.017754409383021637
650.0,0.01778637972361847
651.0,0.01782199821021266
652.0,0.017865083857357675
653.0,0.01791028405383241
654.0,0.01795479264327047
655.0,0.018001755006395517
656.0,0.018049556447509378
657.0,0.018097660113750073
658.0,0.018148669688814206
659.0,0.01820131594119159
660.0,0.018257100097736758
661.0,0.018314257431849855
662.0,0.01836969802998626
663.0,0.018429602199813065
664.0,0.018486635655811372
665.0,0.018540551862830965
666.0,0.01859313164036061
667.0,0.01864256645197094
668.0,0.01868663484897483
669.0,0.018732345327592458
670.0,0.018776676955276694
671.0,0.018819907476872986
672.0,0.01886038234395982
673.0,0.018895825013970465
674.0,0.01893082979097505
675.0,0.018960327824615094
676.0,0.018985993889413938
677.0,0.019008294362582053
678.0,0.019025107005974585
679.0,0.019037453426909278
680.0,0.01904440601788492
681.0,0.019048989750829273
682.0,0.019051525846420368
683.0,0.019051635844996837
684.0,0.01904672448596673
685.0,0.019039141535327854
686.0,0.01902526294039737
687.0,0.019008508213503944
688.0,0.018990261706813914
689.0,0.01896609973082977
690.0,0.018936700672293548
691.0,0.018902255895798765
692.0,0.018867388363263075
693.0,0.01883241901791571
694.0,0.01879760543430831
695.0,0.01875812232496368
696.0,0.018716033836164638
697.0,0.018672623411052327
698.0,0.018626905049869864
699.0,0.018581495101013923
700.0,0.01853396943327939
701.0,0.018483435872187436
702.0,0.018431882010129946
703.0,0.018382909781756017
704.0,0.018337024742398823
705.0,0.018290215459943738
706.0,0.01824351370500065
707.0,0.01820029935703248
708.0,0.018155865105803446
709.0,0.01811211945487905
710.0,0.018071032718775075
711.0,0.018030086754931805
712.0,0.017990201082089593
713.0,0.01795265718436982
714.0,0.017918864365462153
715.0,0.017891067359812947
716.0,0.017865292642993982
717.0,0.01784219308884351
718.0,0.017820788116765227
719.0,0.017801088596798312
720.0,0.017784891585535836
721.0,0.017773715699010963
722.0,0.017764492192366213
723.0,0.017756661551860287
724.0,0.017749872003260454
725.0,0.01774932853687848
726.0,0.017754337754433837
727.0,0.017763063546372172
728.0,0.017773040058150544
729.0,0.017782248763998268
730.0,0.017796080329976857
731.0,0.017813569359175753
732.0,0.017833364524572713
733.0,0.017855518683412203
734.0,0.017877867155314454
735.0,0.01790092115789084
736.0,0.017928016080904937
737.0,0.017957063671557166
738.0,0.01798954674199537
739.0,0.018021064962403716
740.0,0.01805059269766219
741.0,0.018081386155832574
742.0,0.018113440933068797
743.0,0.018147818632293766
744.0,0.018181182348638084
745.0,0.018213596936396306
746.0,0.01824374905318929
747.0,0.018275120803651856
748.0,0.018306223873931982
749.0,0.018336809132915816
750.0,0.018365861833544057
751.0,0.018390120285644677
752.0,0.018415594452740935
753.0,0.018441141729974887
754.0,0.018462218912222612
755.0,0.018481106505268963
756.0,0.018498529650766534
757.0,0.018514179021667274
758.0,0.018526940644461556
759.0,0.018536580770224603
760.0,0.018545204793915956
761.0,0.018552954916072187
762.0,0.018555736678804842
763.0,0.018557955050949093
764.0,0.018557325265901325
765.0,0.018552751961324603
766.0,0.0185472274433993
767.0,0.018538611992499156
768.0,0.018526374684825805
769.0,0.018510546518230486
770.0,0.01849577945183782
771.0,0.018480421737284168
772.0,0.01846290148187946
773.0,0.018440451932705423
774.0,0.01841975870348217
775.0,0.01839770441454695
776.0,0.01837133985243874
777.0,0.018344599074680723
778.0,0.018315818152966193
779.0,0.01828823983810884
780.0,0.018256993760924323
781.0,0.018226321107170186
782.0,0.01819726008125684
783.0,0.01816888894698543
784.0,0.01813711963491323
785.0,0.01811003932009458
786.0,0.01808204541840988
787.0,0.018052031249728935
788.0,0.018023501910530607
789.0,0.017995098645111583
790.0,0.017968545563417492
791.0,0.017940438192247544
792.0,0.017914230958897062
793.0,0.017892781718132342
794.0,0.01787460777593938
795.0,0.017853958663206337
796.0,0.017835063466747254
797.0,0.017818771014443853
798.0,0.01780444875438353
799.0,0.017792091363555935
800.0,0.01778171182134838
801.0,0.017771140397243465
802.0,0.017761184100051775
803.0,0.0177546484384203
804.0,0.017752367695218402
805.0,0.017751419861204355
806.0,0.01775255306834416
807.0,0.017754220906704827
808.0,0.017759131214494666
809.0,0.017765820991145237
810.0,0.017775049553569337
811.0,0.01778469599356022
812.0,0.017794567483804362
813.0,0.01780423963499158
814.0,0.01781485764577098
815.0,0.017832213379740877
816.0,0.017848238113679776
817.0,0.017865518921028452
818.0,0.017881911064671532
819.0,0.01789947345821498
820.0,0.017918606617474617
821.0,0.017937481543844433
822.0,0.017958301530347803
823.0,0.017977718508396016
824.0,0.017996843626203973
825.0,0.018016359983387225
826.0,0.01803581850599706
827.0,0.018054627121010206
828.0,0.018073561930943706
829.0,0.01809119277238818
830.0,0.018107625696772402
831.0,0.018122245094835364
832.0,0.018136667398570894
833.0,0.018152105289490274
834.0,0.018166027736502503
835.0,0.018178141257628466
836.0,0.01818903146548649
837.0,0.018198652576934923
838.0,0.018206262914500778
839.0,0.018213393178589693
840.0,0.018218853779851052
841.0,0.018221554354978103
842.0,0.01822213696202879
843.0,0.018223234067308237
844.0,0.018223118194324803
845.0,0.018221641200957938
846.0,0.01821601826589216
847.0,0.018211207977477273
848.0,0.01820397240073451
849.0,0.018195555654277773
850.0,0.01818874155271141
851.0,0.01817761721550982
852.0,0.018166515713471047
853.0,0.01815564488021478
854.0,0.018141998661929486
855.0,0.01812724352121621
856.0,0.018111422835967637
857.0,0.018095220168039217
858.0,0.018078860016555835
859.0,0.018059285908653647
860.0,0.01804091803603091
861.0,0.01802658597057681
862.0,0.018008341624078505
863.0,0.017991224970672466
864.0,0.017974695044093048
865.0,0.017955599780872973
866.0,0.017938230043929013
867.0,0.017920823322569647
868.0,0.01790364845187113
869.0,0.017886551187522803
870.0,0.017868528842468503
871.0,0.017851405499254666
872.0,0.017837493686407614
873.0,0.01782552129290773
874.0,0.01781327189092955
875.0,0.017802013195859053
876.0,0.017791259239939797
877.0,0.01778205186231879
878.0,0.017773608556809213
879.0,0.01776559190515172
880.0,0.01775792913755394
881.0,0.0177499897789588
882.0,0.017742217800781668
883.0,0.01773906154778114
884.0,0.017740793794491647
885.0,0.01773883995491883
886.0,0.017740411204336004
887.0,0.017743940191776088
888.0,0.017746054960515352
889.0,0.01774896766432377
890.0,0.01775547116283195
891.0,0.017758313049748096
892.0,0.017760152472001463
893.0,0.017763457345057902
894.0,0.017770799407103875
895.0,0.017782619372409447
896.0,0.01779485131379936
897.0,0.01780431247243587
898.0,0.017814281657045433
899.0,0.0178244275988355
900.0,0.017836001423878707
901.0,0.01784741719083067
902.0,0.017856322656219156
903.0,0.017863839449521288
904.0,0.017871791168927575
905.0,0.0178821549750293
906.0,0.01789601059096623
907.0,0.01790781222887982
908.0,0.017917647194347814
909.0,0.017929371874296093
910.0,0.017939387949064828
911.0,0.01794933582673037
912.0,0.017959036251498223
913.0,0.017965938867674593
914.0,0.017969945600220017
915.0,0.01797162519884473
916.0,0.017974875066448903
917.0,0.017982743320225116
918.0,0.017989695685040483
919.0,0.017993674752405864
920.0,0.017994986694976487
921.0,0.017997270472067835
922.0,0.01799917022677241
923.0,0.018001611217312932
924.0,0.017999517558161583
925.0,0.017993085061131963
926.0,0.017988544043335813
927.0,0.01798433160202769
928.0,0.017982782266631525
929.0,0.017979942084169333
930.0,0.017975210419866775
931.0,0.017968297197318937
932.0,0.017961029209239584
933.0,0.017954216913909447
934.0,0.01794800101890194
935.0,0.01793835040849617
936.0,0.017927611802942424
937.0,0.017916900206074785
938.0,0.0179062605180892
939.0,0.017899206342733502
940.0,0.017891408139592647
941.0,0.01788183516665344
942.0,0.017871420188750417
943.0,0.017860486639019152
944.0,0.01785220932638861
945.0,0.01784158338720645
946.0,0.01782933950179021
947.0,0.01781790331046369
948.0,0.017808161986362613
949.0,0.01779993433480352
950.0,0.01779252728383588
951.0,0.017785987291599012
952.0,0.017778044877449176
953.0,0.017771563191387195
954.0,0.01776448519625114
955.0,0.01775799032348074
956.0,0.017750295083134013
957.0,0.017741625882999382
958.0,0.0177357056843145
959.0,0.017731505243283367
960.0,0.01772825287943703
961.0,0.017726156043849185
962.0,0.017725737250475517
963.0,0.017726137400104376
964.0,0.017728511714338223
965.0,0.01772906724376238
966.0,0.017726096304382995
967.0,0.01772323141452755
968.0,0.017722231959016232
969.0,0.01772302041533667
970.0,0.017723391188074172
971.0,0.017728028874400482
972.0,0.017732441105715587
973.0,0.017736306352784472
974.0,0.01774197159911683
975.0,0.01774872254883199
976.0,0.01775539726180005
977.0,0.017757976361729662
978.0,0.01775925006425645
979.0,0.017763451077752714
980.0,0.01776585840427142
981.0,0.017770894300132418
982.0,0.0177787989154063
983.0,0.017784222583516543
984.0,0.017790321453444526
985.0,0.017794447108547308
986.0,0.017802669845935242
987.0,0.017811523151062353
988.0,0.017814271309263094
989.0,0.01781677213047407
990.0,0.017820400992087242
991.0,0.01782300350910035
992.0,0.01782725363771587
993.0,0.017831940860675608
994.0,0.017834271708833938
995.0,0.017837810840387106
996.0,0.017840445210594275
997.0,0.01784358602724202
998.0,0.01784667092633207
999.0,0.017846884075037456
1000.0,0.017847069817668128
1001.0,0.017848452498034614
1002.0,0.01784880924422695
1003.0,0.017846507227851312
1004.0,0.0178443200635537
1005.0,0.017842908536400928
1006.0,0.017843944352883806
1007.0,0.01784181484364257
1008.0,0.017840203505762285
1009.0,0.017838452793935856
1010.0,0.017834485620496124
1011.0,0.017829171199760054
1012.0,0.017825255488230708
1013.0,0.017821514536371853
1014.0,0.017817520045540287
1015.0,0.017814449141720017
1016.0,0.017808131068508988
1017.0,0.017805033171254758
1018.0,0.01779990894812738
1019.0,0.017795062293784365
1020.0,0.017789719190893193
1021.0,0.0177834014895498
1022.0,0.01777625816012761
1023.0,0.017770649312521154
1024.0,0.01776438062145857
1025.0,0.017759401459276666
1026.0,0.01775595992662958
1027.0,0.01775119030064414
1028.0,0.01774828984337997
1029.0,0.01774539245621268
1030.0,0.017739413463142686
1031.0,0.017733461400215995
1032.0,0.017728063613760156
1033.0,0.017724032028505213
1034.0,0.01771964057812021
1035.0,0.01771316174093478
1036.0,0.017709555785161563
1037.0,0.0177074456532752
1038.0,0.01770704502801783
1039.0,0.01770786309977293
1040.0,0.017707762888347016
1041.0,0.01770589999612258
1042.0,0.017704470392081048
1043.0,0.01770223289641998
1044.0,0.017699910204446466
1045.0,0.01769762843155932
1046.0,0.01769497539491735
1047.0,0.017693208312944613
1048.0,0.017695024256278846
1049.0,0.01769743422772159
1050.0,0.01770247176644249
1051.0,0.017704989772054824
1052.0,0.01770719100904293
1053.0,0.017709889467790223
1054.0,0.01770992412084533
1055.0,0.017710343737582533
1056.0,0.01771097134201158
1057.0,0.017708935119361453
1058.0,0.017710623104533637
1059.0,0.017713866209781458
1060.0,0.017718826977403176
1061.0,0.01772267405453862
1062.0,0.01772471084517137
